situacion,zona,propuesta_id,titulo_propuesta,enlace,apoyos,categoria,aparece_en_mesa,orden_detectado_en_mesa,aparece_descartada_en_mesa,decision_mesa,aparece_en_final_126,fiabilidad_lectura_mesa,extracto_acta
Descartada por mesa y fuera de la final,Zona Centro,8431,Calle Muro,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8431,15,Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 8431 “Calle Muro” argumentando que en esos árboles ya se ejecuta riego por lo que la propuesta queda excluida
Descartada por mesa y fuera de la final,Zona Sur 2,8391,Centro de Mayores Parque Alameda,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8391,15,Servicios sociales,NO,,SI,Descartada / inadmitida por la mesa,NO,alta,ID 8391 CENTRO DE MAYORES PARQUE ALAMEDA. Propuesta excluida
Descartada por mesa y fuera de la final,Zona Centro,8212,Mejorar la iluminación,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8212,13,Medio Ambiente - Limpieza | Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 8212 “Mejorar la iluminación” argumentado en que no es correspondiente a los presupuestos participativos y excluyéndola por tanto del listado final. * Proponen la exclusión de la propuesta ID 7676 “aceras” argumentando que debe ser mantenimiento
Descartada por mesa y fuera de la final,Zona Centro,8278,Plaza Val sustituir Fuente por Circuito de Ejercicios Mayores,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8278,13,Salud y consumo - Animales,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)","ID 8278 “Plaza Val sustituir fuente por circuito de ejercicios” argumentado en que, además de no considerarlo necesario, no se considera viable debido al espacio quedando así excluida"
Descartada por mesa y fuera de la final,Zona Centro,7960,Naturalizacion C/Ciudad de La Habana,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7960,10,Medio Ambiente - Limpieza,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 7960 “Naturalización C/Ciudad de la habana” argumentando que no se corresponde
Descartada por mesa y fuera de la final,Zona Centro,8523,paneles  para colocar carteles informativos por los ciudadanos en la ciudad,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8523,8,,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 8523 “Paneles para colocar carteles informativos por los ciudadanos en la ciudad” argumentando que eso ya se encuentra en los Centros Cívicos quedando así excluida
Descartada por mesa y fuera de la final,Zona Centro,8453,Camaras tráfico zonas peatonales,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8453,6,Transportes y movilidad | Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 8453 “Cámaras de tráfico en zonas peatonales” argumentando que puede atentar contra la Ley Orgánica de Protección de Datos quedando así fuera de la lista final de propuestas. »Proponen la exclusión
Descartada por mesa y en la final,Zona Sur 1,8080,8080-Mejoras polideportivo pisuerga,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8080,102,Deportes,NO,,SI,Descartada / inadmitida por la mesa,SI,alta,"ID 8080 que tiene por título “Mejoras polideportivo Pisuerga” argumentando que la propuesta no es una propuesta que deba ser tenida en cuenta en los Presupuestos Participativos, pues consideran que, a pesar de ser una mejora, debe ser asumido el mantenimiento"
Descartada por mesa y en la final,Zona Centro,8468,Aparcamiento para motos en Paseo de Isabel la católica.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8468,17,Transportes y movilidad,NO,,SI,Descartada / inadmitida por la mesa,SI,"media (OCR acta, conviene revisar)",ID 8468 “Aparcamiento para motos en Paseo de Isabel la Católica” argumentando que ya hay aparcamiento existente para motos en dicho paseo quedando así excluida
Final pero no detectada en mesa,Zona Pisuerga 1,8225,Mejora de la pista de patinaje de velocidad La Victoria – Puente Jardín,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8225,173,Deportes,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Sur 1,8246,Remodelación y sustitución del césped artificial F11 y F7.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8246,147,Deportes,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Sur 1,8317,Crear vestuarios en el Campo de Futbol El Palero,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8317,145,Deportes,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Sur 2,8090,Parque y espacio deportivo enfrente del CEIP El Peral,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8090,120,Deportes | Medio Ambiente - Limpieza | Urbanismo | Educación,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Pisuerga 2,7934,Carril bici en c/ Mieses desde hotel NH hasta Avda. los Recreos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7934,104,,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Pisuerga 2,7578,Actualización parque canino Moreras,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7578,98,Salud y consumo - Animales | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Esgueva 2,8332,"Acondicionamiento integral del entorno deportivo (Pumptrack, calistenia y parkou",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8332,96,Deportes | Medio Ambiente - Limpieza | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Este 2,8456,Pista polideportiva municipal en el Barrio de Las Flores,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8456,94,Deportes,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Sur 2,7868,ILUMINACIÓN PARQUE KILOMETRÍN CALLE OLIMPIADAS,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7868,89,,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Este 1,7866,Mayor iluminación parque Canterac,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7866,87,Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Sur 2,7590,PARADA DE BIKI EN PINAR DE ANTEQUERA Y ALUMBRADO SOLAR EN EL CARRIL BICI EXISTEN,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7590,81,,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Sur 2,8253,Aumentar la seguridad en pasos en Cañada Real,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8253,74,Transportes y movilidad,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Sur 2,8044,Creación de espacios exteriores cubiertos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8044,72,Medio Ambiente - Limpieza | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Esgueva 2,7619,Pasos de peatones elevados calle Astrofísico Carlos Sánchez Magro,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7619,70,Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Parquesol,8575,Mejora del suelo de la pasarela que une Parquesol con el Museo de la Ciencia,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8575,68,,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Sur 2,8070,"SANTA ANA- Dinamización y mejora zona de juegos, iluminación y zona biosaludable",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8070,65,"""Urbanismo""; | ""Salud y consumo - Animales"" y | ""Participación ciudadana - Asociaciones | Servicios sociales"";",NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Parquesol,7712,Parques Infantiles-Parque de los Almendros/ Centro Cívico Parquesol,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7712,62,Medio Ambiente - Limpieza,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Sur 1,7833,MEJORA DE LA SEGURIDAD PEATONAL EN PASO DE CEBRA DE PLAZA DEL EJÉRCITO,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7833,60,Transportes y movilidad | Medio Ambiente - Limpieza | Seguridad y emergencias | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Parquesol,8124,Parque alto de parquesol,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8124,58,Deportes | Medio Ambiente - Limpieza | Educación | Cultura,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Sur 2,7702,Juegos niñ@s mayores y adolescentes,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7702,58,Salud y consumo - Animales | Deportes,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Esgueva 2,7625,7625-Ampliar acera calle Pilarica,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7625,56,Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Parquesol,8036,Recuperación y mantenimiento de las escaleras de Martín Santos Romero,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8036,54,Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Sur 2,8022,Instalar mesas y bancos merenderos en el parque de Covaresa,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8022,53,,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Sur 1,8202,Mejorar iluminación del paso de peatones de la calle Ultramar con calle Estadio,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8202,44,Transportes y movilidad | Seguridad y emergencias | Educación,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Sur 2,8543,Tráfico y seguridad en la Cañada Real,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8543,44,Transportes y movilidad | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Esgueva 1,8362,Rehabilitación de la antigua biblioteca de verano del parque Ribera de Castilla,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8362,43,Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Esgueva 2,8433,Asfaltado Calle Vía,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8433,43,calle vía | asfaltado,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Pisuerga 1,8152,Pavimentado de aceras en calle Mieses y Sementera,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8152,43,Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Pisuerga 2,7556,"Mejora de aceras en Calle Red, Calle de la Enseñanza y las Arenas",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7556,42,Medio Ambiente - Limpieza | Seguridad y emergencias | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Pisuerga 2,8101,RECUPERACIÓN PARA EL PEATÓN DE LA AVENIDA DE SALAMANCA ENTRE G.FUERTES Y P. J. A,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8101,42,Transportes y movilidad | Medio Ambiente - Limpieza,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Esgueva 1,7999,APARATOS BIOSALUDABLES EN LA CALLE PATIO ENTRE C/ MIRABLE Y C/ CALDERON DE LA BA,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7999,38,,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Esgueva 1,8198,patio de la convivencia bancos y viosaludables.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8198,37,Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Esgueva 1,7744,"ARREGLO DE LA CALZADA EN PLAZA ALBERTO FERNANDEZ.Poner plantas verticales, toldo",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7744,36,Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Este 1,7719,Parque intergeneracional en la zona de  Arcas Reales,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7719,36,"Medio Ambiente - Limpieza | Urbanismo | ""Deportes"" parques",NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Parquesol,7611,Acera en Martín Santos Romero y Miriam Blasco,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7611,35,Participación ciudadana - Asociaciones | Igualdad | Transportes y movilidad | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Parquesol,7793,Rampas para personas con movilidad reducida,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7793,34,Servicios sociales | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Centro,8576,Señalización paso peatones Alonso Pesquera,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8576,33,Transportes y movilidad | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Parquesol,7774,Arreglar baches de las aceras,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7774,33,Transportes y movilidad,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Parquesol,7735,Arreglar las escaleras del parque de los Almendros,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7735,32,Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Centro,8159,Plaza el salvador,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8159,31,Parques infantiles | Deportes | Cultura,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Pisuerga 2,8144,Cerro de las contiendas: parte baja en linea con C/ Monasterio de Santa Espina,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8144,31,Medio Ambiente - Limpieza,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Esgueva 1,7716,Reforma integral plaza alberto fernandez,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7716,30,,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Parquesol,7779,Propuesta del Centro de Vida Activa- Parquesol,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7779,28,Participación ciudadana - Asociaciones | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Este 2,7964,Calles abubilla y Avutarda hacia Carretera Villabáñez,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7964,26,accidente | Visibilidad,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Centro,8491,Accesibilidad en los pasos de cebra para personas con discapacidad,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8491,23,Transportes y movilidad | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Centro,8102,Seguridad peatonal,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8102,21,Transportes y movilidad | Seguridad y emergencias | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Sur 2,8550,Zona para juegos tradicionales y maquinas de gimnasio exterior para mayores,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8550,16,,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Centro,7935,Construyendo Ciudadanía,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7935,4,Educación,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Final pero no detectada en mesa,Zona Parquesol,8137,arreglar los bancos de la Plaza Paseo la Habana,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8137,3,Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,
Mesa y final,Zona Este 1,8190,INSTALACIONES DEPORTIVAS PINAR DE JALÓN,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8190,295,Salud y consumo - Animales | Deportes | Participación ciudadana - Asociaciones,SI,1,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 1,8398,CARRIL BICI PINAR DE JALÓN-CENTRO + INSONORIZAR VA-30,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8398,273,Deportes | Transportes y movilidad | Seguridad y emergencias,SI,3,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 1,8193,PINAR DE JALÓN. BARRERA NATURAL,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8193,271,Salud y consumo - Animales | Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza | Educación,SI,4,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 1,8185,Cubierta pista deportiva Pinar de Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8185,264,Deportes | Participación ciudadana - Asociaciones | Cultura,SI,5,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 1,7966,Adecentar pinar de entrada a Pinar de Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7966,211,Deportes Juventud | Medio Ambiente | limpieza | Parque columpios pistas de deporte to...,SI,8,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Sur 1,8027,Remodelación de la Plaza Juan de Austria.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8027,206,,SI,10,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 2,8112,Renovación del césped del campo de fútbol principal complejo Don Bosco,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8112,202,Deportes,SI,1,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 1,7922,Barrera natural acústica de arbolado en perimetro Pinar del Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7922,198,Ruido - Contaminación acústica | Contaminación ambiental y acústica,SI,9,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 1,8178,Creación Aceras Avenida Madrid desde Edificio Madrid hasta San Agustín,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8178,197,Urbanismo,SI,10,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Sur 1,7950,Calle Aurora (Reurbanización de la mitad de la calle vieja),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7950,193,Urbanismo,SI,2,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 1,8337,Instalación de pasarela peatonal sobre el Canal de Castilla,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8337,182,Urbanismo,SI,1,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 1,8388,Parque infantil pinar de jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8388,181,,SI,7,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 1,8055,Mesas de picnic en Parque Pinar de Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8055,173,Mesas de picnic | Parques y jardines,SI,13,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 1,8171,Instalaciones deportivas Luis Minguela,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8171,170,Deportes Juventud,SI,4,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 2,8287,Mejora de las Instalaciones Complejo Deportivo Ciudad de Valladolid,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8287,169,Deportes | Participación ciudadana - Asociaciones,SI,4,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Parquesol,7726,Reacondicionamiento de las instalaciones deportivas en el Parque del Mediodía,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7726,167,Salud y consumo - Animales | Deportes | Igualdad | Seguridad y emergencias,SI,10,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 2,8359,Cubierta Polivalente en los Santos Pilarica,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8359,156,Deportes | Participación ciudadana - Asociaciones | Cultura,SI,2,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 2,7640,CUBRIR PISTAS DE PADEL DEL POLIDEPORTIVO HUERTA DEL REY,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7640,156,Deportes,SI,1,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 2,8126,Proyecto de integración entre la V20/ Avenida Santander-VA113 y Cementerio,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8126,147,Participación ciudadana - Asociaciones | Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo | Turismo | Cultura,SI,7,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Sur 1,8049,8049-Nuevos bancos y columpios en la Plaza Doctor Quemada,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8049,146,Parques y jardines,SI,7,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 2,8527,Renovacion y ampliacion de parques por Zona Santos Pilarica,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8527,136,Parques y jardines,SI,11,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 1,8141,Parque de las Norias.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8141,133,,SI,12,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 1,7849,Estación Biki Expansión Puente Jardín,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7849,129,Transportes y movilidad,SI,2,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 1,8323,"Traslado de inicio-fin línea 5,6 de autobuses",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8323,125,Transportes y movilidad,SI,7,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 2,7627,CARRIL BICI CALLE GLORIA FUERTES,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7627,125,Transportes y movilidad | Medio Ambiente - Limpieza,SI,2,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 2,7920,Viveros: paso de peatones parada autobús,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7920,115,Transportes y movilidad | Urbanismo,SI,6,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 1,8029,"Creación de un gran parque naturalizado con merendero, zona infantil, pump truck",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8029,113,Salud y consumo - Animales | Deportes | Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza | Urbanismo | Cultura,SI,6,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 2,8314,PISTA POLIDEPORTIVA futbol sala vallada en Pilarica Los Santos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8314,110,Deportes,SI,9,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Sur 2,8548,Iluminación en Cañada Real,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8548,107,Urbanismo,SI,6,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Sur 1,8120,Mejora del alumbrado y parada de autobús en la Plaza Doctor Quemada,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8120,106,Transportes y movilidad | Urbanismo,SI,11,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 1,7821,Subida a la Fuente El Sol: una calle que necesita una reforma urgente,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7821,100,Urbanismo,SI,10,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Sur 1,7562,Punto de acceso BIKI en la zona del Museo de la Ciencia,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7562,97,Transportes y movilidad,SI,9,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 1,7919,Mejora Plaza Centro Cívico Delicias,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7919,96,Medio Ambiente - Limpieza | Urbanismo,SI,15,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Parquesol,7859,"Reforma integral del ""Parque de la J""",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7859,95,Deportes | Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,SI,17,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
